,profile_educ,profile_gender,profile_homeown,profile_hhincome,profile_marital,dem_age_r_x,profile_region9,pid_x,presapp_track,presapp_job,presapp_jobstr,presapp_job_x,presapp_econ,presapp_econstr,presapp_econ_x,presapp_foreign,presapp_foreignstr,presapp_foreign_x,presapp_health,presapp_healthstr,presapp_health_x,presapp_war,presapp_warstr,presapp_war_x,libcpre_self,libcpre_choose,libcpre_dpc,libcpre_rpc,libcpre_ptyd,libcpre_ptyr,libcpo_self,libcpo_selfch,libcpo_hdc,libcpo_hrc,paprofile_libcon_self,paprofile_libcon_pres
42,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,51,-1. Inapplicable,1. Strong Democrat,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,2. Liberal,4. Moderate; middle of the road,3. Slightly liberal,6. Conservative,2. Liberal,-1. Inapplicable,-1. Inapplicable,6. Conservative,-1. Inapplicable,-1. Inapplicable
43,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,32,-1. Inapplicable,2. Not very strong Democract,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,1. Liberal,3. Slightly liberal,6. Conservative,3. Slightly liberal,6. Conservative,4. Moderate; middle of the road,1. Liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
44,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,64,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,7. Extremely conservative,1. Extremely liberal,6. Conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable
45,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,32,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,7. Extremely conservative,1. Extremely liberal,7. Extremely conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
46,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,49,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,7. Extremely conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,2. Liberal,6. Conservative,7. Extremely conservative,-1. Inapplicable,-1. Inapplicable,6. Conservative,-1. Inapplicable,-1. Inapplicable
47,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,30,-1. Inapplicable,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,5. Slightly conservative,-1. Inapplicable,3. Slightly liberal,6. Conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
48,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,62,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,2. Liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,6. Conservative,-1. Inapplicable,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
49,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,30,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,5. Slightly conservative,-1. Inapplicable,3. Slightly liberal,6. Conservative,3. Slightly liberal,5. Slightly conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,-8. Don't know,-1. Inapplicable,-1. Inapplicable
50,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,61,-1. Inapplicable,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,2. Liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,6. Conservative,-1. Inapplicable,-1. Inapplicable
51,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,40,-1. Inapplicable,2. Not very strong Democract,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,5. Slightly conservative,-1. Inapplicable,4. Moderate; middle of the road,7. Extremely conservative,3. Slightly liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
52,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,42,-1. Inapplicable,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,-8. Don't know,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,-8. Don't know,-8. Don't know,-1. Inapplicable,-1. Inapplicable
53,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,33,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Extremely liberal,-1. Inapplicable,5. Slightly conservative,7. Extremely conservative,4. Moderate; middle of the road,6. Conservative,1. Extremely liberal,-1. Inapplicable,-1. Inapplicable,6. Conservative,-1. Inapplicable,-1. Inapplicable
54,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,30,-1. Inapplicable,4. Independent,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-2. Haven't thought much about this,-8. Don't know,4. Moderate; middle of the road,4. Moderate; middle of the road,-8. Don't know,-8. Don't know,4. Moderate; middle of the road,3. Moderate {VOL},-1. Inapplicable,-8. Don't know,-1. Inapplicable,-1. Inapplicable
55,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,48,-1. Inapplicable,4. Independent,2. Wrong track,-8. Don't know,-1. Inapplicable,-8. Don't know,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,2. Disapprove,1. Strongly,5. Disapprove strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,4. Moderate; middle of the road,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-2. Haven't thought much {do not probe},-8. Don't know,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
56,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,34,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
57,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,50,-1. Inapplicable,7. Strong Republican,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,5. Slightly conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,2. Liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,6. Conservative,-1. Inapplicable,-1. Inapplicable
58,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,51,-1. Inapplicable,2. Not very strong Democract,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,-2. Haven't thought much about this,2. Conservative,-8. Don't know,-8. Don't know,5. Slightly conservative,3. Slightly liberal,4. Moderate; middle of the road,2. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
59,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,65,-1. Inapplicable,2. Not very strong Democract,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,1. Liberal,3. Slightly liberal,6. Conservative,2. Liberal,6. Conservative,4. Moderate; middle of the road,1. Liberal,2. Liberal,6. Conservative,-1. Inapplicable,-1. Inapplicable
60,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,77,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,1. Extremely liberal,7. Extremely conservative,-1. Inapplicable,-1. Inapplicable
61,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,39,-1. Inapplicable,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,7. Extremely conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,6. Conservative,6. Conservative,-1. Inapplicable,4. Moderate; middle of the road,6. Conservative,-1. Inapplicable,-1. Inapplicable
62,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,72,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Extremely liberal,-1. Inapplicable,1. Extremely liberal,3. Slightly liberal,1. Extremely liberal,7. Extremely conservative,3. Slightly liberal,-1. Inapplicable,1. Extremely liberal,7. Extremely conservative,-1. Inapplicable,-1. Inapplicable
63,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,49,-1. Inapplicable,1. Strong Democrat,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Extremely liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,1. Extremely liberal,-1. Inapplicable,1. Extremely liberal,7. Extremely conservative,-1. Inapplicable,-1. Inapplicable
64,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,49,-1. Inapplicable,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,6. Conservative,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,3. Slightly liberal,6. Conservative,-1. Inapplicable,-1. Inapplicable
65,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,24,-1. Inapplicable,5. Independent-Republican,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,2. Conservative,1. Extremely liberal,6. Conservative,2. Liberal,6. Conservative,4. Moderate; middle of the road,2. Conservative,-8. Don't know,-8. Don't know,-1. Inapplicable,-1. Inapplicable
66,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,19,-1. Inapplicable,4. Independent,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,-2. Haven't thought much about this,1. Liberal,6. Conservative,4. Moderate; middle of the road,3. Slightly liberal,6. Conservative,-2. Haven't thought much {do not probe},1. Liberal,-1. Inapplicable,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
67,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,80,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,2. Liberal,6. Conservative,2. Liberal,-1. Inapplicable,1. Extremely liberal,7. Extremely conservative,-1. Inapplicable,-1. Inapplicable
68,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,22,-1. Inapplicable,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,3. Slightly liberal,-1. Inapplicable,1. Extremely liberal,7. Extremely conservative,2. Liberal,6. Conservative,2. Liberal,-1. Inapplicable,2. Liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
69,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,19,-1. Inapplicable,2. Not very strong Democract,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-8. Don't know,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
70,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,55,-1. Inapplicable,2. Not very strong Democract,-8. Don't know,2. Disapprove,2. Not strongly,4. Disapprove not strongly,-8. Don't know,-1. Inapplicable,-8. Don't know,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,6. Conservative,-1. Inapplicable,6. Conservative,3. Slightly liberal,4. Moderate; middle of the road,3. Slightly liberal,7. Extremely conservative,-1. Inapplicable,-1. Inapplicable,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable
71,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,30,-1. Inapplicable,3. Independent-Democrat,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,1. Liberal,3. Slightly liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,3. Slightly liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable
