reportnumber,origin,filerid,filertype,filername,firstname,middleinitial,lastname,office,legislativedistrict,position,party,jurisdiction,jurisdictioncounty,jurisdictiontype,electionyear,amount,recordtype,fromdate,thrudate,debtdate,code,description,vendorname,vendoraddress,vendorcity,vendorstate,vendorzip
100501613,B.3,DUNNR  059,Candidate,DUNN REAGAN B,REAGAN,B,DUNN,ATTORNEY GENERAL,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499000,B.3,DUNNR  059,Candidate,DUNN REAGAN B,REAGAN,B,DUNN,ATTORNEY GENERAL,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100495770,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499891,B.3,FEY J  422,Candidate,FEY JACOB C,JACOB,C,FEY,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100493753,B.3,FARRJ  102,Candidate,FARRELL JESSYN,JESSYN,S,FARRELL,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100496205,B.3,JUDGM  040,Candidate,JUDGE MAUREEN A,MAUREEN,A,JUDGE,STATE SENATOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100500037,B.3,HARDT  445,Candidate,HARDER TERRY A,TERRY,A,HARDER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100510091,B.3,PETTE  118,Candidate,PETTIGREW ERIC,ERIC,,PETTIGREW,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499378,B.3,FROCD2 111,Candidate,FROCKT DAVID S,DAVID,S,FROCKT,STATE SENATOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499385,B.3,FROCD2 111,Candidate,FROCKT DAVID S,DAVID,S,FROCKT,STATE SENATOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499605,B.3,DREWK  027,Candidate,DREW KATHLEEN K,KATHLEEN,K,DREW,SECRETARY OF STATE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499839,B.3,RANKK  250,Candidate,RANKER KEVIN M,KEVIN,M,RANKER,STATE SENATOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100509524,B.3,JEFFT  485,Candidate,JEFFREYS TERRI M,TERRI,M,JEFFREYS,COUNTY COMMISSIONER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100498814,B.3,WALKA  273,Candidate,AXTHELM APRIL L,APRIL,L,AXTHELM,COUNTY COMMISSIONER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499398,B.3,LYTTK  221,Candidate,LYTTON KRISTINE C,KRISTINE,C,LYTTON,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100511951,B.3,WALTE2 290,Candidate,WALTERS ELEANOR V,ELEANOR,V,WALTERS,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100495872,B.3,SULLP  042,Candidate,SULLIVAN PATRICK J,PATRICK,J,SULLIVAN,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100510032,B.3,JINKL  407,Candidate,JINKINS LAURIE A,LAURIE,A,JINKINS,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100500300,B.3,OBRIB  373,Candidate,O'BRIEN BILLIE J,BILLIE,J,O'BRIEN,COUNTY ASSESSOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100500900,B.3,HUGHC  245,Candidate,HUGHES CHARLES (RICK) R II,CHARLES (RICK),R,HUGHES,COUNTY COUNCIL MEMBER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100502906,B.3,MCCLS  104,Candidate,MCCLOUD SHERYL G,SHERYL,G,MCCLOUD,STATE SUPREME COURT JUSTICE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499709,B.3,SPENP  648,Candidate,SPENCER PAUL G,PAUL,G,SPENCER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100510829,B.3,FEY J  422,Candidate,FEY JACOB C,JACOB,C,FEY,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100511108,B.3,SAWYD  444,Candidate,SAWYER DAVID J,DAVID,J,SAWYER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100511110,B.3,SAWYD  444,Candidate,SAWYER DAVID J,DAVID,J,SAWYER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100511111,B.3,SAWYD  444,Candidate,SAWYER DAVID J,DAVID,J,SAWYER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503456,B.3,CODYE  126,Candidate,CODY EILEEN L,EILEEN,L,CODY,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100510402,B.3,HUSSJ  053,Candidate,HUSSEY JOEL R,JOEL,R,HUSSEY,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499262,B.3,HABIC  004,Candidate,HABIB CYRUS,CYRUS,,HABIB,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499535,B.3,MAXWM  056,Candidate,MAXWELL MARCIE E,MARCIE,E,MAXWELL,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499629,B.3,KELLT2 406,Candidate,KELLEY TROY X,TROY,X,KELLEY,STATE AUDITOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499768,B.3,MOSCL  043,Candidate,MOSCOSO LUIS S,LUIS,S,MOSCOSO,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100495787,B.3,SIEGS  125,Candidate,SIEGFRIEDT SARAJANE,SARAJANE,,SIEGFRIEDT,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499616,B.3,FERGR  115,Candidate,FERGUSON ROBERT W,ROBERT,W,FERGUSON,ATTORNEY GENERAL,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499199,B.3,TANNJ  660,Candidate,TANNER JOE D,JOE,D,TANNER,COUNTY COMMISSIONER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499026,B.3,CANNS  133,Candidate,CANN SYLVESTER,SYLVESTER,,CANN,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100495927,B.3,JOHNJ  277,Candidate,JOHNSON JILL D,JILL,D,JOHNSON,COUNTY COMMISSIONER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499460,B.3,GOLDP  840,Candidate,GOLDMARK PETER J,PETER,J,GOLDMARK,PUBLIC LANDS COMMISSIONER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499733,B.3,STAND  041,Candidate,STANFORD DEREK C,DEREK,C,STANFORD,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499853,B.3,LADEC2 408,Candidate,LADENBURG CONNIE J,CONNIE,J,LADENBURG,COUNTY COUNCIL MEMBER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499061,B.3,MORRJ  273,Candidate,MORRIS JEFFREY R,JEFFREY,R,MORRIS,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499131,B.3,SPRIL  033,Candidate,SPRINGER LAWRENCE S,LAWRENCE,S,SPRINGER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100502768,B.3,TANNJ  660,Candidate,TANNER JOE D,JOE,D,TANNER,COUNTY COMMISSIONER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499624,B.3,INSLJ  110,Candidate,INSLEE JAY R,JAY,R,INSLEE,GOVERNOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499729,B.3,RICCM  210,Candidate,RICCELLI MARCUS M,MARCUS,M,RICCELLI,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100500174,B.3,HAMID  528,Candidate,HAMILTON DENNIS K,DENNIS,K,HAMILTON,COUNTY COMMISSIONER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100511114,B.3,SAWYD  444,Candidate,SAWYER DAVID J,DAVID,J,SAWYER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100511115,B.3,SAWYD  444,Candidate,SAWYER DAVID J,DAVID,J,SAWYER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503818,B.3,SPENP  648,Candidate,SPENCER PAUL G,PAUL,G,SPENCER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499708,B.3,SPENP  648,Candidate,SPENCER PAUL G,PAUL,G,SPENCER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499806,B.3,THOMT  368,Candidate,THOMAS TIMOTHY N JR,TIMOTHY,N,THOMAS,COUNTY COMMISSIONER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100495624,B.3,ASHAK  359,Candidate,ASHABRANER KARIN L,KARIN,L,ASHABRANER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499249,B.3,JUDGM  040,Candidate,JUDGE MAUREEN A,MAUREEN,A,JUDGE,STATE SENATOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499261,B.3,GONZS  104,Candidate,GONZALEZ STEVEN C,STEVEN,C,GONZALEZ,STATE SUPREME COURT JUSTICE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499784,B.3,RANKK  250,Candidate,RANKER KEVIN M,KEVIN,M,RANKER,STATE SENATOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499803,B.3,RANKK  250,Candidate,RANKER KEVIN M,KEVIN,M,RANKER,STATE SENATOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503331,B.3,BILLA2 203,Candidate,BILLIG ANDREW S,ANDREW,S,BILLIG,STATE SENATOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503544,B.3,MOSCL  043,Candidate,MOSCOSO LUIS S,LUIS,S,MOSCOSO,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503871,B.3,JINKL  407,Candidate,JINKINS LAURIE A,LAURIE,A,JINKINS,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499372,B.3,HUNTR  039,Candidate,HUNTER ROSS A,ROSS,A,HUNTER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499424,B.3,SIEGS  125,Candidate,SIEGFRIEDT SARAJANE,SARAJANE,,SIEGFRIEDT,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499555,B.3,JINKL  407,Candidate,JINKINS LAURIE A,LAURIE,A,JINKINS,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499567,B.3,MULLM  027,Candidate,MULLET MARK D,MARK,D,MULLET,STATE SENATOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503901,B.3,WALKA  273,Candidate,AXTHELM APRIL L,APRIL,L,AXTHELM,COUNTY COMMISSIONER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499119,B.3,JEFFT  485,Candidate,JEFFREYS TERRI M,TERRI,M,JEFFREYS,COUNTY COMMISSIONER,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503382,B.3,CANNS  133,Candidate,CANN SYLVESTER,SYLVESTER,,CANN,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503606,B.3,SPRIL  033,Candidate,SPRINGER LAWRENCE S,LAWRENCE,S,SPRINGER,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503897,B.3,MORRJ  273,Candidate,MORRIS JEFFREY R,JEFFREY,R,MORRIS,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499787,B.3,TARLG  109,Candidate,TARLETON GAEL D,GAEL,D,TARLETON,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100510140,B.3,DUNNR  059,Candidate,DUNN REAGAN B,REAGAN,B,DUNN,ATTORNEY GENERAL,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503399,B.3,CARLR  119,Candidate,CARLYLE REUVEN M,REUVEN,M,CARLYLE,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100503583,B.3,RYU C  133,Candidate,RYU CINDY S,CINDY,S,RYU,STATE REPRESENTATIVE,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
100499887,B.3,MCAUR  011,Candidate,MCAULIFFE ROSEMARY A,ROSEMARY,A,MCAULIFFE,STATE SENATOR,STATE SENATOR,1,,REPUBLICAN,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,283.25,DEBT,6/1/12,7/16/12,7/3/12,,RE-ORDER TEE SHIRTS,HICKEY GAYLE,PO BOX 2749,WOODINVILLE ,WA
